,index,point,frame,ballx,bally,playerAx,playerAy,playerBx,playerBy,hitplayer,bouncehit,foreback,direction,Server,Returner,Game,winner,ballx_f,bally_f,playerAx_f,playerAy_f,playerBx_f,playerBy_f,hitplayer_x,hitplayer_y,waitplayer_x,waitplayer_y,nth
411,411,69,52699.0,6.84,23.53,0.33,-0.73,5.41,23.53,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nakashima,1.3549999999999995,11.64,-5.155,-12.620000000000001,-0.07500000000000018,11.64,-0.07500000000000018,11.64,-5.155,-12.620000000000001,3
417,417,70,53402.0,4.5,21.56,7.04,-3.04,3.53,21.56,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nakashima,-0.9850000000000003,9.669999999999998,1.5549999999999997,-14.93,-1.9550000000000005,9.669999999999998,-1.9550000000000005,9.669999999999998,1.5549999999999997,-14.93,3
421,421,70,53458.0,5.31,17.11,1.67,-5.05,4.79,17.11,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nakashima,-0.1750000000000007,5.219999999999999,-3.8150000000000004,-16.94,-0.6950000000000003,5.219999999999999,-0.6950000000000003,5.219999999999999,-3.8150000000000004,-16.94,7
428,428,71,54307.0,8.74,22.69,3.97,-2.79,7.71,22.69,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nishioka,3.255,10.8,-1.5150000000000001,-14.68,2.2249999999999996,10.8,2.2249999999999996,10.8,-1.5150000000000001,-14.68,3
432,432,71,54393.0,6.09,22.81,4.15,-3.11,4.86,22.81,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nishioka,0.6049999999999995,10.919999999999998,-1.335,-15.0,-0.625,10.919999999999998,-0.625,10.919999999999998,-1.335,-15.0,7
437,437,73,55918.0,1.86,23.27,7.81,-2.74,3.11,23.27,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,4-2,Nishioka,-3.625,11.379999999999999,2.3249999999999993,-14.63,-2.3750000000000004,11.379999999999999,-2.3750000000000004,11.379999999999999,2.3249999999999993,-14.63,3
441,441,73,56010.0,2.33,25.15,6.3,-1.88,3.5,25.15,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,4-2,Nishioka,-3.1550000000000002,13.259999999999998,0.8149999999999995,-13.77,-1.9850000000000003,13.259999999999998,-1.9850000000000003,13.259999999999998,0.8149999999999995,-13.77,7
446,446,75,58682.0,13.24,23.46,3.6,-2.64,11.15,23.46,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nishioka,7.755,11.57,-1.8850000000000002,-14.530000000000001,5.665,11.57,5.665,11.57,-1.8850000000000002,-14.530000000000001,3
453,453,77,59869.0,9.18,21.55,3.13,-3.7,7.74,21.55,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,4-2,Nakashima,3.6949999999999994,9.66,-2.3550000000000004,-15.59,2.255,9.66,2.255,9.66,-2.3550000000000004,-15.59,3
462,462,79,66857.0,8.64,-2.11,7.84,-2.11,5.87,20.92,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-2,Nakashima,3.1550000000000002,-14.0,2.3549999999999995,-14.0,0.3849999999999998,9.030000000000001,2.3549999999999995,-14.0,0.3849999999999998,9.030000000000001,5
477,477,83,68533.0,6.87,-2.14,6.44,-2.14,5.46,25.58,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-2,Nishioka,1.3849999999999998,-14.030000000000001,0.9550000000000001,-14.030000000000001,-0.025000000000000355,13.689999999999998,0.9550000000000001,-14.030000000000001,-0.025000000000000355,13.689999999999998,5
481,481,83,68609.0,3.9,-1.76,4.91,-1.76,6.86,25.75,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-2,Nishioka,-1.5850000000000004,-13.65,-0.5750000000000002,-13.65,1.375,13.86,-0.5750000000000002,-13.65,1.375,13.86,9
485,485,83,68682.0,1.61,-1.76,2.57,-1.76,-18.63,-37.87,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-2,Nishioka,-3.875,-13.65,-2.9150000000000005,-13.65,-24.115,-49.76,-2.9150000000000005,-13.65,-24.115,-49.76,13
491,491,85,69486.0,2.85,-0.34,4.18,-0.34,7.17,25.81,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,5-2,Nishioka,-2.6350000000000002,-12.23,-1.3050000000000006,-12.23,1.6849999999999996,13.919999999999998,-1.3050000000000006,-12.23,1.6849999999999996,13.919999999999998,5
498,498,86,70092.0,8.8,-0.31,8.09,-0.31,6.77,16.88,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,5-2,Nishioka,3.3150000000000004,-12.200000000000001,2.6049999999999995,-12.200000000000001,1.2849999999999993,4.989999999999998,2.6049999999999995,-12.200000000000001,1.2849999999999993,4.989999999999998,5
502,502,88,71237.0,10.62,3.16,9.14,3.16,4.75,25.48,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,5.134999999999999,-8.73,3.6550000000000002,-8.73,-0.7350000000000003,13.59,3.6550000000000002,-8.73,-0.7350000000000003,13.59,3
508,508,90,72191.0,7.71,-0.84,6.89,-0.84,5.04,26.07,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nishioka,2.2249999999999996,-12.73,1.4049999999999994,-12.73,-0.4450000000000003,14.18,1.4049999999999994,-12.73,-0.4450000000000003,14.18,3
512,512,91,73005.0,8.86,6.58,7.6,6.58,7.61,25.35,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,3.374999999999999,-5.3100000000000005,2.1149999999999993,-5.3100000000000005,2.125,13.46,2.1149999999999993,-5.3100000000000005,2.125,13.46,3
521,521,95,75105.0,4.96,-0.49,5.91,-0.49,7.9,26.87,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-0.5250000000000004,-12.38,0.4249999999999998,-12.38,2.415,14.98,0.4249999999999998,-12.38,2.415,14.98,3
525,525,95,75186.0,2.64,-0.74,4.1,-0.74,6.89,26.31,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-2.845,-12.63,-1.3850000000000007,-12.63,1.4049999999999994,14.419999999999998,-1.3850000000000007,-12.63,1.4049999999999994,14.419999999999998,7
529,529,95,75262.0,3.77,-2.6,5.26,-2.6,6.03,25.74,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-1.7150000000000003,-14.49,-0.22500000000000053,-14.49,0.5449999999999999,13.849999999999998,-0.22500000000000053,-14.49,0.5449999999999999,13.849999999999998,11
533,533,95,75347.0,8.58,-1.87,7.22,-1.87,4.33,26.23,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,3.0949999999999998,-13.760000000000002,1.7349999999999994,-13.760000000000002,-1.1550000000000002,14.34,1.7349999999999994,-13.760000000000002,-1.1550000000000002,14.34,15
537,537,95,75424.0,1.63,-1.24,2.95,-1.24,5.79,25.93,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-3.8550000000000004,-13.13,-2.535,-13.13,0.3049999999999997,14.04,-2.535,-13.13,0.3049999999999997,14.04,19
541,541,95,75500.0,1.94,-2.84,3.26,-2.84,6.71,25.99,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-3.5450000000000004,-14.73,-2.2250000000000005,-14.73,1.2249999999999996,14.099999999999998,-2.2250000000000005,-14.73,1.2249999999999996,14.099999999999998,23
545,545,95,75586.0,6.71,24.75,-15.92,-38.92,6.35,24.75,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,1.2249999999999996,12.86,-21.405,-50.81,0.8649999999999993,12.86,0.8649999999999993,12.86,-21.405,-50.81,27
549,549,95,75665.0,7.28,-0.71,6.35,-0.71,5.08,25.97,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,1.795,-12.600000000000001,0.8649999999999993,-12.600000000000001,-0.40500000000000025,14.079999999999998,0.8649999999999993,-12.600000000000001,-0.40500000000000025,14.079999999999998,31
553,553,95,75742.0,2.87,-1.9,4.49,-1.9,5.67,26.38,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,-2.615,-13.790000000000001,-0.9950000000000001,-13.790000000000001,0.1849999999999996,14.489999999999998,-0.9950000000000001,-13.790000000000001,0.1849999999999996,14.489999999999998,35
557,557,95,75862.0,9.1,-0.64,9.33,-0.64,4.99,27.52,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,3.6149999999999993,-12.530000000000001,3.8449999999999998,-12.530000000000001,-0.4950000000000001,15.629999999999999,3.8449999999999998,-12.530000000000001,-0.4950000000000001,15.629999999999999,39
561,561,95,75955.0,8.07,-1.82,8.76,-1.82,3.55,26.57,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nakashima,2.585,-13.71,3.2749999999999995,-13.71,-1.9350000000000005,14.68,3.2749999999999995,-13.71,-1.9350000000000005,14.68,43
567,567,97,77299.0,5.9,-1.25,6.91,-1.25,5.65,26.48,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nishioka,0.41500000000000004,-13.14,1.4249999999999998,-13.14,0.16500000000000004,14.59,1.4249999999999998,-13.14,0.16500000000000004,14.59,3
571,571,97,77373.0,3.67,-1.14,4.26,-1.14,8.41,25.04,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nishioka,-1.8150000000000004,-13.030000000000001,-1.2250000000000005,-13.030000000000001,2.925,13.149999999999999,-1.2250000000000005,-13.030000000000001,2.925,13.149999999999999,7
575,575,97,77448.0,1.37,-2.49,2.7,-2.49,6.86,24.98,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,5-3,Nishioka,-4.115,-14.38,-2.785,-14.38,1.375,13.09,-2.785,-14.38,1.375,13.09,11
584,584,100,79159.0,9.19,1.36,7.8,1.36,3.19,26.65,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,3.704999999999999,-10.530000000000001,2.3149999999999995,-10.530000000000001,-2.2950000000000004,14.759999999999998,2.3149999999999995,-10.530000000000001,-2.2950000000000004,14.759999999999998,3
588,588,100,79238.0,9.2,6.97,7.39,6.97,7.09,25.76,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,5-3,Nakashima,3.714999999999999,-4.920000000000001,1.9049999999999994,-4.920000000000001,1.6049999999999995,13.870000000000001,1.9049999999999994,-4.920000000000001,1.6049999999999995,13.870000000000001,7
595,595,101,84377.0,6.36,25.57,5.11,-3.0,5.23,25.57,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nishioka,0.875,13.68,-0.375,-14.89,-0.2549999999999999,13.68,-0.2549999999999999,13.68,-0.375,-14.89,5
599,599,101,84470.0,4.92,23.22,4.13,-2.22,5.79,23.22,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nishioka,-0.5650000000000004,11.329999999999998,-1.3550000000000004,-14.110000000000001,0.3049999999999997,11.329999999999998,0.3049999999999997,11.329999999999998,-1.3550000000000004,-14.110000000000001,9
603,603,101,84565.0,3.5,23.31,5.01,-2.17,4.41,23.31,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nishioka,-1.9850000000000003,11.419999999999998,-0.47500000000000053,-14.06,-1.0750000000000002,11.419999999999998,-1.0750000000000002,11.419999999999998,-0.47500000000000053,-14.06,13
613,613,103,85641.0,1.6,25.03,6.37,-0.74,2.76,25.03,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nishioka,-3.8850000000000002,13.14,0.8849999999999998,-12.63,-2.7250000000000005,13.14,-2.7250000000000005,13.14,0.8849999999999998,-12.63,5
624,624,106,87352.0,2.87,24.81,6.19,-2.48,3.85,24.81,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nakashima,-2.615,12.919999999999998,0.7050000000000001,-14.370000000000001,-1.6350000000000002,12.919999999999998,-1.6350000000000002,12.919999999999998,0.7050000000000001,-14.370000000000001,5
628,628,106,87427.0,4.14,24.97,5.8,-3.03,4.95,24.97,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nakashima,-1.3450000000000006,13.079999999999998,0.3149999999999995,-14.92,-0.5350000000000001,13.079999999999998,-0.5350000000000001,13.079999999999998,0.3149999999999995,-14.92,9
632,632,106,87512.0,8.63,24.41,4.6,-2.71,7.11,24.41,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nakashima,3.1450000000000005,12.52,-0.8850000000000007,-14.600000000000001,1.625,12.52,1.625,12.52,-0.8850000000000007,-14.600000000000001,13
636,636,106,87605.0,7.26,23.09,4.66,-2.3,5.89,23.09,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nakashima,1.7749999999999995,11.2,-0.8250000000000002,-14.190000000000001,0.40499999999999936,11.2,0.40499999999999936,11.2,-0.8250000000000002,-14.190000000000001,17
648,648,108,88815.0,5.65,22.93,6.21,-3.94,4.78,22.93,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nakashima,0.16500000000000004,11.04,0.7249999999999996,-15.83,-0.7050000000000001,11.04,-0.7050000000000001,11.04,0.7249999999999996,-15.83,5
652,652,108,88874.0,6.9,17.16,0.77,-5.43,6.02,17.16,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nakashima,1.415,5.27,-4.715,-17.32,0.5349999999999993,5.27,0.5349999999999993,5.27,-4.715,-17.32,9
656,656,108,88959.0,1.93,16.26,7.64,4.06,3.47,16.26,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,0-0,Nakashima,-3.5550000000000006,4.370000000000001,2.1549999999999994,-7.830000000000001,-2.015,4.370000000000001,-2.015,4.370000000000001,2.1549999999999994,-7.830000000000001,13
671,671,113,92367.0,9.17,25.87,6.42,-1.59,7.92,25.87,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nishioka,3.6849999999999996,13.98,0.9349999999999996,-13.48,2.4349999999999996,13.98,2.4349999999999996,13.98,0.9349999999999996,-13.48,5
675,675,113,92453.0,8.72,26.59,5.19,-2.34,7.17,26.59,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nishioka,3.2350000000000003,14.7,-0.29499999999999993,-14.23,1.6849999999999996,14.7,1.6849999999999996,14.7,-0.29499999999999993,-14.23,9
681,681,114,93040.0,7.33,24.51,5.8,-1.88,6.27,24.51,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,0-0,Nishioka,1.8449999999999998,12.620000000000001,0.3149999999999995,-13.77,0.7849999999999993,12.620000000000001,0.7849999999999993,12.620000000000001,0.3149999999999995,-13.77,5
685,685,115,94571.0,9.48,-1.84,8.01,-1.84,5.67,25.72,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-1,Nishioka,3.995,-13.73,2.5249999999999995,-13.73,0.1849999999999996,13.829999999999998,2.5249999999999995,-13.73,0.1849999999999996,13.829999999999998,3
689,689,115,94655.0,9.1,-1.58,7.79,-1.58,4.82,26.34,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-1,Nishioka,3.6149999999999993,-13.47,2.3049999999999997,-13.47,-0.665,14.45,2.3049999999999997,-13.47,-0.665,14.45,7
693,693,115,94725.0,5.74,-1.39,5.13,-1.39,5.66,26.4,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-1,Nishioka,0.2549999999999999,-13.280000000000001,-0.3550000000000004,-13.280000000000001,0.17499999999999982,14.509999999999998,-0.3550000000000004,-13.280000000000001,0.17499999999999982,14.509999999999998,11
697,697,115,94807.0,10.48,-3.13,8.99,-3.13,5.07,25.03,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-1,Nishioka,4.995,-15.02,3.505,-15.02,-0.41500000000000004,13.14,3.505,-15.02,-0.41500000000000004,13.14,15
701,701,116,95419.0,6.08,0.43,6.92,0.43,4.47,27.36,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-1,Nakashima,0.5949999999999998,-11.46,1.4349999999999996,-11.46,-1.0150000000000006,15.469999999999999,1.4349999999999996,-11.46,-1.0150000000000006,15.469999999999999,3
707,707,117,96224.0,5.81,-0.99,5.01,-0.99,6.14,25.74,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,0-1,Nakashima,0.3249999999999993,-12.88,-0.47500000000000053,-12.88,0.6549999999999994,13.849999999999998,-0.47500000000000053,-12.88,0.6549999999999994,13.849999999999998,3
713,713,118,97061.0,6.78,-2.43,7.12,-2.43,5.6,26.03,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-1,Nakashima,1.295,-14.32,1.6349999999999998,-14.32,0.11499999999999932,14.14,1.6349999999999998,-14.32,0.11499999999999932,14.14,3
717,717,118,97136.0,7.08,-0.99,7.82,-0.99,4.38,26.58,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,0-1,Nakashima,1.5949999999999998,-12.88,2.335,-12.88,-1.1050000000000004,14.689999999999998,2.335,-12.88,-1.1050000000000004,14.689999999999998,7
725,725,121,99212.0,2.31,-0.74,3.72,-0.74,5.83,26.29,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-1,Nakashima,-3.1750000000000003,-12.63,-1.7650000000000001,-12.63,0.34499999999999975,14.399999999999999,-1.7650000000000001,-12.63,0.34499999999999975,14.399999999999999,5
729,729,121,99288.0,1.9,-1.24,3.36,-1.24,7.26,25.99,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-1,Nakashima,-3.5850000000000004,-13.13,-2.1250000000000004,-13.13,1.7749999999999995,14.099999999999998,-2.1250000000000004,-13.13,1.7749999999999995,14.099999999999998,9
733,733,121,99366.0,6.24,-2.31,7.07,-2.31,2.63,27.51,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-1,Nakashima,0.7549999999999999,-14.200000000000001,1.585,-14.200000000000001,-2.8550000000000004,15.620000000000001,1.585,-14.200000000000001,-2.8550000000000004,15.620000000000001,13
746,746,124,101041.0,3.14,-2.19,4.59,-2.19,5.92,25.89,Nakashima,Hit,Fore,Cross,Nishioka,Nakashima,1-1,Nishioka,-2.345,-14.08,-0.8950000000000005,-14.08,0.4349999999999996,14.0,-0.8950000000000005,-14.08,0.4349999999999996,14.0,5
753,753,128,106180.0,11.87,21.87,3.88,-2.95,9.44,21.87,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nakashima,6.384999999999999,9.98,-1.6050000000000004,-14.84,3.954999999999999,9.98,3.954999999999999,9.98,-1.6050000000000004,-14.84,3
758,758,129,106789.0,2.86,24.36,6.31,-3.12,4.21,24.36,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nishioka,-2.6250000000000004,12.469999999999999,0.8249999999999993,-15.010000000000002,-1.2750000000000004,12.469999999999999,-1.2750000000000004,12.469999999999999,0.8249999999999993,-15.010000000000002,3
762,762,129,106868.0,2.27,25.45,5.69,-1.77,3.34,25.45,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nishioka,-3.2150000000000003,13.559999999999999,0.20500000000000007,-13.66,-2.1450000000000005,13.559999999999999,-2.1450000000000005,13.559999999999999,0.20500000000000007,-13.66,7
766,766,129,106948.0,1.57,23.86,6.76,-3.72,2.9,23.86,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nishioka,-3.915,11.969999999999999,1.2749999999999995,-15.610000000000001,-2.5850000000000004,11.969999999999999,-2.5850000000000004,11.969999999999999,1.2749999999999995,-15.610000000000001,11
770,770,129,107034.0,8.72,19.93,6.92,-2.06,7.98,19.93,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nishioka,3.2350000000000003,8.04,1.4349999999999996,-13.950000000000001,2.495,8.04,2.495,8.04,1.4349999999999996,-13.950000000000001,15
774,774,130,107860.0,6.88,24.68,4.36,-3.57,5.59,24.68,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nishioka,1.3949999999999996,12.79,-1.125,-15.46,0.10499999999999954,12.79,0.10499999999999954,12.79,-1.125,-15.46,3
778,778,130,107943.0,6.63,26.05,7.34,-4.65,5.44,26.05,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nishioka,1.1449999999999996,14.16,1.8549999999999995,-16.54,-0.04499999999999993,14.16,-0.04499999999999993,14.16,1.8549999999999995,-16.54,7
782,782,130,108024.0,4.81,24.34,5.04,-2.44,5.97,24.34,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nishioka,-0.6750000000000007,12.45,-0.4450000000000003,-14.33,0.48499999999999943,12.45,0.48499999999999943,12.45,-0.4450000000000003,-14.33,11
786,786,131,108821.0,4.16,17.19,5.95,-2.82,3.37,17.19,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nakashima,-1.3250000000000002,5.300000000000001,0.46499999999999986,-14.71,-2.115,5.300000000000001,-2.115,5.300000000000001,0.46499999999999986,-14.71,3
791,791,133,109871.0,6.73,24.74,3.23,-2.75,5.45,24.74,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nakashima,1.245,12.849999999999998,-2.2550000000000003,-14.64,-0.03500000000000014,12.849999999999998,-0.03500000000000014,12.849999999999998,-2.2550000000000003,-14.64,3
795,795,133,109960.0,1.17,24.97,7.93,-3.39,2.37,24.97,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nakashima,-4.315,13.079999999999998,2.4449999999999994,-15.280000000000001,-3.115,13.079999999999998,-3.115,13.079999999999998,2.4449999999999994,-15.280000000000001,7
799,799,133,110057.0,-0.58,24.52,7.15,-3.93,1.22,24.52,Nakashima,Hit,Back,Cross,Nakashima,Nishioka,1-2,Nakashima,-6.065,12.629999999999999,1.665,-15.82,-4.265000000000001,12.629999999999999,-4.265000000000001,12.629999999999999,1.665,-15.82,11
805,805,134,110840.0,2.9,23.19,7.98,-3.69,2.37,23.19,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,1-2,Nakashima,-2.5850000000000004,11.3,2.495,-15.58,-3.115,11.3,-3.115,11.3,2.495,-15.58,3
812,812,135,111767.0,0.44,26.29,4.42,4.18,2.48,26.29,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,2-2,Nishioka,-5.045,14.399999999999999,-1.0650000000000004,-7.710000000000001,-3.0050000000000003,14.399999999999999,-3.0050000000000003,14.399999999999999,-1.0650000000000004,-7.710000000000001,5
821,821,136,112449.0,2.03,22.81,6.46,-3.22,3.05,22.81,Nakashima,Hit,Back,Cross,Nishioka,Nakashima,2-2,Nakashima,-3.4550000000000005,10.919999999999998,0.9749999999999996,-15.110000000000001,-2.4350000000000005,10.919999999999998,-2.4350000000000005,10.919999999999998,0.9749999999999996,-15.110000000000001,5
843,843,142,118709.0,4.66,-0.36,5.87,-0.36,5.84,26.75,Nakashima,Hit,Fore,Cross,Nakashima,Nishioka,2-3,Nishioka,-0.8250000000000002,-12.25,0.3849999999999998,-12.25,0.35499999999999954,14.86,0.3849999999999998,-12.25,0.35499999999999954,14.86,3
